text,lemmas,ngrams,named_ents,sentiment
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .","['finnish', 'silicon', 'wafer', 'technology', 'company', 'report', 'operate', 'profit', 'm', 'period', 'm', 'corresponding', 'period']","['finnish_silicon', 'finnish_silicon_wafer', 'finnish_silicon_wafer_technology', 'finnish_silicon_wafer_technology_company', 'operate_profit', 'corresponding_period']",[],positive
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","['net', 'sale', 'surge', 'say', 'm', 'sale', 'come', 'acquisition']",['net_sale'],['Teleste/PERSON'],positive
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .","['local', 'arm', 'finnish', 'metal', 'producer', 'increase', 'capital', 'euro', 'mln', 'cash', 'contribution', 'report']","['local_arm', 'finnish_metal', 'finnish_metal_producer']",['Ruukki_Romania/GPE'],positive
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .","['quarter', 'come', 'eur', 'eur', 'year', 'ago', 'ahead', 'forecast', 'eur']",[],[],positive
"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .","['currently', 'employ', 'people', 'expect', 'headcount', 'reach', 'end']",['expect_headcount'],[],positive
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,"['finnish', 'fiber', 'plastic', 'product', 'maker', 'say', 'net', 'loss', 'narrow', 'mln', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']","['finnish_fiber', 'net_loss', 'same_period']",[],positive
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .","['food', 'trade', 'sale', 'amount', 'm', 'decline']",[],[],negative
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,"['finnish', 'company', 'previously', 'say', 'operating', 'result', 'low', 'break', 'post', 'year', 'early']",['finnish_company'],[],negative
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .","['operate', 'profit', 'total', 'represent', 'net', 'sale']","['operate_profit', 'net_sale']",[],positive
"Kiosk and cinema operations have suffered , in particular .","['kiosk', 'cinema', 'operation', 'suffer', 'particular']",[],[],negative
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,"['value', 'firm', 'forestry', 'holding', 'increase', 'bn']",[],[],positive
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,"['paper', 'maker', 'say', 'acquit', 'charge', 'participate', 'paper', 'price', 'fix', 'conspiracy']",['fix_conspiracy'],"['Stora_Enso_Oyj/PERSON', 'United_States/GPE']",positive
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % 9 % .,"['investment', 'operational', 'change', 'enable', 'additional', 'optimisation', 'work', 'hour', 'cost', 'saving']","['operational_change', 'additional_optimisation', 'work_hour']",[],positive
"Dolce Gabbana has asked the European Union to declare Marimekko Corporation 's '' Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .","['ask', 'declare', 'floral', 'pattern', 'trademark', 'invalid', 'continue', 'dispute', 'company']","['floral_pattern', 'floral_pattern_trademark', 'continue_dispute']",['Dolce_Gabbana/PERSON'],negative
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,"['service', 'telling', 'example', 'strengthen', 'relationship', 'logistic', 'company', 'operator', 'international', 'level']",['international_level'],[],positive
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,"['pretax', 'loss', 'total', 'compare', 'profit']",['pretax_loss'],[],negative
SKF 6 April 2010 Alandsbanken has given a '' buy '' recommendation on Swedish industrial company SKF AB ( STO SKF B ) with a share price target of SEK150 .,"['give', 'buy', 'recommendation', 'swedish', 'industrial', 'company', 'share', 'price', 'target']",['industrial_company'],['Alandsbanken/PERSON'],positive
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .","['pm', 'pct', 'lower', 'pct', 'volume', 'mln', 'eur']",[],[],negative
The mill has long traditions and holds an established position in the markets .,"['mill', 'long', 'tradition', 'hold', 'establish', 'position', 'market']","['long_tradition', 'establish_position']",[],positive
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,"['sale', 'decrease', 'pct', 'implement', 'new', 'information', 'system', 'involve', 'change', 'principal', 'post', 'sale']","['new_information', 'new_information_system', 'post_sale']",[],negative
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .","['launch', 'plant', 'go', 'produce', 'advanced', 'fuel', 'couple', 'week']",['advanced_fuel'],[],positive
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,"['say', 'court', 'paper', 'union', 'action', 'delay', 'repair', 'elevator', 'federal', 'courthouse', 'state', 'office', 'building']","['delay_repair', 'federal_courthouse']","['Kone/PERSON', 'Saltonstall/PERSON']",negative
"'' We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .","['significant', 'experience', 'smartphone', 'functionality', 'development', 'mobile', 'internet', 'service', 'unite', 'smooth', 'user', 'experience']","['significant_experience', 'mobile_internet', 'mobile_internet_service', 'smooth_user', 'smooth_user_experience']",[],positive
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .","['delivery', 'volume', 'sell', 'price', 'show', 'favourable', 'development', 'company', 'comparable', 'net', 'sale', 'grow', 'year', 'year', 'eur647', 'm', 'say']","['sell_price', 'favourable_development', 'net_sale']",['Sakari_Tamminen/PERSON'],positive
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .","['service', 'intend', 'allow', 'people', 'country', 'reach', 'rapidly', 'single', 'carrier']",['single_carrier'],[],positive
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .","['financial', 'impact', 'estimate', 'annual', 'improvement', 'm', 'division', 'result', 'fiscal', 'year']","['financial_impact', 'annual_improvement', 'fiscal_year']",[],positive
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .","['second', 'quarter', 'company', 'net', 'profit', 'm', 'compare', 'net', 'loss', 'm']","['second_quarter', 'net_profit', 'net_loss']",[],positive
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,"['operate', 'profit', 'fall']",['operate_profit'],[],negative
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,"['profit', 'period', 'increase']",[],[],positive
25 March 2011 Finnish electronics contract manufacturer Scanfil Oyj HEL SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,"['finnish', 'electronics', 'contract', 'manufacturer', 'say', 'today', 'plan', 'merge', 'wholly', 'own', 'hit', 'snag', 'shareholder', 'domestic', 'rival', 'reject', 'deal']","['finnish_electronics', 'finnish_electronics_contract', 'finnish_electronics_contract_manufacturer', 'say_today', 'domestic_rival']",[],negative
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,"['company', 'say', 'comparable', 'operating', 'profit', 'period', 'fall', 'short', 'year', 'correspond', 'performance']","['comparable_operating', 'comparable_operating_profit', 'last_year', 'correspond_performance']",[],negative
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .","['food', 'sale', 'total', 'represent', 'decrease']",[],[],negative
Finnish food company Raisio Oyj HEL RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,"['finnish', 'food', 'company', 'say', 'today', 'buy', 'british', 'snack', 'confectionery', 'company', 'enterprise', 'value', 'm']","['finnish_food', 'finnish_food_company', 'say_today', 'british_snack']",['Raisio_Oyj_HEL_RAIVV/PERSON'],positive
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,"['transaction', 'line', 'strategy', 'expand', 'region', 'eastern', 'market']",['eastern_market'],[],positive
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .","['estimate', 'hire', 'specialist', 'mechanical', 'engineering', 'electronics', 'design', 'r&d', 'new', 'unit', 'end']","['mechanical_engineering', 'new_unit']",['Jyvaeskylae/GPE'],positive
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .","['employ', 'scope', 'fix', 'period', 'time', 'temporary', 'layoff', 'period']",['temporary_layoff'],['Tornio_Works/PERSON'],negative
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .","['operate', 'profit', 'loss', '19mn', 'year', 'early']",['operate_profit'],[],positive
I am pleased that Bjorn Wahlroos has accepted the nomination .,"['pleased', 'accept', 'nomination']",[],['Bjorn_Wahlroos/PERSON'],positive
The company 's market share is continued to increase further .,"['company', 'market', 'share', 'continue', 'increase']",[],[],positive
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,"['order', 'portfolio', 'decrease']",[],[],negative
Net sales grew in the period to x20ac 402 million $ 585US million from x20ac 401 million in 2006 .,"['net', 'sale', 'grow', 'period']",['net_sale'],[],positive
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .","['permanent', 'layoff', 'plywood', 'saw', 'timber', 'sector', 'finnish', 'company', 'operation', 'domestic', 'mill', 'early', 'year', 'temporarily', 'lay', 'worker', 'save', 'cost']","['permanent_layoff', 'saw_timber', 'saw_timber_sector', 'finnish_company', 'domestic_mill', 'save_cost']",[],negative
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,"['acquisition', 'expand', 'solution', 'offering', 'business', 'software', 'product']",[],[],positive
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .","['tyre', 'prove', 'high', 'safety', 'excellently', 'important', 'driving', 'quality', 'stability', 'mark', 'handle', 'brake', 'wet', 'road']","['high_safety', 'important_driving', 'important_driving_quality', 'important_driving_quality_stability', 'wet_road']",[],positive
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,"['company', 'plan', 'expand', 'international', 'market', 'subsidiary', 'distributor', 'onwards']",['international_market'],[],positive
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .","['double', 'investment', 'new', 'specialty', 'glassfiber', 'reinforcement', 'plant']","['new_specialty', 'new_specialty_glassfiber', 'new_specialty_glassfiber_reinforcement', 'new_specialty_glassfiber_reinforcement_plant']","['South_Carolina/GPE', 'US/GPE']",positive
